OTU.ID	Taxon	Confidence
ASV16448	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Craurococcus;uncultured bacterium	0.989371821
ASV16449	Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;bacterium Ellin506	0.815222379
ASV16450	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae	0.999999997
ASV16451	Bacteria;Actinobacteria;Thermoleophilia;uncultured;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.999900989
ASV16452	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae	1
ASV16453	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae	0.99999848
ASV16454	Bacteria;Chloroflexi;KD4-96;uncultured Anaerolineaceae bacterium;uncultured Anaerolineaceae bacterium;uncultured Anaerolineaceae bacterium;uncultured Anaerolineaceae bacterium	0.950934851
ASV16455	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101 soil group;uncultured bacterium;uncultured bacterium	0.755153697
ASV16456	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101 soil group;uncultured bacterium;uncultured bacterium	0.819578407
ASV16457	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101 soil group;uncultured bacterium;uncultured bacterium	0.820942899
ASV16458	Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;uncultured;uncultured bacterium	0.999972091
ASV16459	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;uncultured bacterium	0.824480174
ASV16460	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101 soil group	0.99961879
ASV16461	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;uncultured actinobacterium	0.777304459
ASV16462	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia	0.9937891
ASV16463	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;67-14;uncultured actinobacterium;uncultured actinobacterium	0.788153258
ASV16464	Bacteria;Actinobacteria;0319-7L14;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.899492373
ASV16465	Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;uncultured bacterium	0.848414169
ASV16466	Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;Candidatus Entotheonella;uncultured bacterium	0.99927219
ASV16467	Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales	0.855710587
ASV16468	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;uncultured;uncultured bacterium	0.744714825
ASV16469	Bacteria;Chloroflexi;Dehalococcoidia;S085;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.999514923
ASV16470	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101 soil group	0.99999971
ASV16471	Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;uncultured;uncultured bacterium;uncultured bacterium	0.846346169
ASV16472	Bacteria;Chloroflexi;KD4-96;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.937823508
ASV16473	Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales	0.999467698
ASV16474	Bacteria;Chloroflexi;KD4-96	0.999999987
ASV16475	Bacteria;Proteobacteria;Deltaproteobacteria	1
ASV16476	Bacteria;Acidobacteria;Blastocatellia (Subgroup 4);Pyrinomonadales;Pyrinomonadaceae;RB41	0.998687175
ASV16477	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae	0.934019846
ASV16478	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured	0.999993933
ASV16479	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured;uncultured planctomycete	0.804455707
ASV16480	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Hymenobacteraceae;Adhaeribacter	0.985690942
ASV16481	Bacteria;Chloroflexi;Ktedonobacteria;C0119;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.99330754
ASV16482	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;BIrii41;metagenome;metagenome	0.756349635
ASV16483	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;uncultured bacterium	0.763467294
ASV16484	Bacteria;Chloroflexi;TK10;uncultured Firmicutes bacterium;uncultured Firmicutes bacterium;uncultured Firmicutes bacterium;uncultured Firmicutes bacterium	0.824110658
ASV16485	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Sorangium;uncultured bacterium	0.975795234
ASV16486	Bacteria;Cyanobacteria;Sericytochromatia;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.844230225
ASV16487	Bacteria;Chloroflexi;TK10;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.999702006
ASV16488	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae;uncultured bacterium;uncultured bacterium	0.999983376
ASV16489	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured;uncultured Planctomycetia bacterium	0.999754071
ASV16490	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured;uncultured bacterium;uncultured bacterium	0.788496208
ASV16491	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;uncultured bacterium	0.865547823
ASV16492	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;Singulisphaera;uncultured eubacterium 2112	0.996402197
ASV16493	Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;uncultured;metagenome;metagenome	0.768599952
ASV16494	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;uncultured;uncultured proteobacterium;uncultured proteobacterium	0.917932208
ASV16495	Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;AKIW781	1
ASV16496	Bacteria;FBP;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.978266069
ASV16497	Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola	0.714323101
ASV16498	Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;uncultured bacterium	0.955035656
ASV16499	Bacteria;Actinobacteria;0319-7L14;uncultured actinobacterium;uncultured actinobacterium;uncultured actinobacterium;uncultured actinobacterium	0.73540991
ASV16500	Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter	0.999954247
ASV16501	Bacteria;Acidobacteria;Blastocatellia (Subgroup 4);Pyrinomonadales;Pyrinomonadaceae;RB41	0.993151254
ASV16502	Bacteria;Chloroflexi;Ktedonobacteria;C0119;uncultured Chloroflexi bacterium;uncultured Chloroflexi bacterium;uncultured Chloroflexi bacterium	0.999957509
ASV16503	Bacteria;Actinobacteria;Acidimicrobiia;IMCC26256	0.999999776
ASV16504	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101 soil group	0.999999991
ASV16505	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;uncultured;uncultured Planctomycetales bacterium	0.99982178
ASV16506	Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;Puniceispirillales Incertae Sedis;Constrictibacter	0.960912664
ASV16507	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales	0.999755607
ASV16508	Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillaceae;Skermanella	0.893840124
ASV16509	Bacteria;Chloroflexi;TK10;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.9984655
ASV16510	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae	0.999715256
ASV16511	Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;FFCH9454;uncultured bacterium;uncultured bacterium	0.979677454
ASV16512	Bacteria;Chloroflexi;KD4-96;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.779105734
ASV16513	Bacteria;Acidobacteria;Blastocatellia (Subgroup 4);Blastocatellales;Blastocatellaceae;JGI 0001001-H03	0.715784346
ASV16514	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured	0.997053866
ASV16515	Bacteria;Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter	0.715727069
ASV16516	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Segetibacter;uncultured bacterium	0.944482347
ASV16517	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Ellin6055;uncultured bacterium	0.916285763
ASV16518	Bacteria	0.949916614
ASV16519	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidiphilium;uncultured soil bacterium	0.84185354
ASV16520	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;67-14	0.922629226
ASV16521	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mesorhizobium	0.857793768
ASV16522	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;uncultured;uncultured bacterium	0.820698177
ASV16523	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Acanthamoeba sp.;Acanthamoeba sp.	0.999999997
ASV16524	Bacteria;Armatimonadetes;Chthonomonadetes;Chthonomonadales;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.998419855
ASV16525	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured;metagenome	0.706410323
ASV16526	Bacteria;Acidobacteria;Holophagae;Subgroup 7;uncultured Acidobacteria bacterium;uncultured Acidobacteria bacterium;uncultured Acidobacteria bacterium	0.834061135
ASV16527	Bacteria;Gemmatimonadetes;BD2-11 terrestrial group;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.743524527
ASV16528	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Pajaroellobacter;metagenome	0.879572336
ASV16529	Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;FFCH7168;uncultured bacterium	0.999999419
ASV16530	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured;uncultured bacterium	0.943131851
ASV16531	Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter	0.999987641
ASV16532	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae	0.999999796
ASV16533	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;uncultured bacterium	0.835822576
ASV16534	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae	1
ASV16535	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales	1
ASV16536	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;D05-2;alpha proteobacterium 1153-i2a;alpha proteobacterium 1153-i2a	0.813582342
ASV16537	Bacteria;Acidobacteria;Subgroup 17	0.99999996
ASV16538	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;Haliangium;uncultured Myxococcales bacterium	0.923061127
ASV16539	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured;uncultured bacterium	0.985602613
ASV16540	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;uncultured bacterium	0.995294217
ASV16541	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae	0.999989843
ASV16542	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured;uncultured bacterium	0.943581379
ASV16543	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;Haliangium;uncultured bacterium	0.734159451
ASV16544	Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;uncultured microorganism;uncultured microorganism	0.999640578
ASV16545	Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes	0.834986521
ASV16546	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured	0.999817136
ASV16547	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;uncultured;uncultured Isosphaera sp.	0.999050829
ASV16548	Bacteria;Actinobacteria;Thermoleophilia;uncultured;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.999989248
ASV16549	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;uncultured bacterium	0.746160322
ASV16550	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales	1
ASV16551	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured;uncultured bacterium	0.857236749
ASV16552	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured	0.999984705
ASV16553	Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;Steroidobacter	0.960908996
ASV16554	Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Candidatus Alysiosphaera;uncultured alpha proteobacterium	0.894148161
ASV16555	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;uncultured bacterium	0.996227955
ASV16556	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	0.998541774
ASV16557	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;uncultured bacterium	0.976114894
ASV16558	Bacteria;Elusimicrobia;Lineage IIb;uncultured soil bacterium;uncultured soil bacterium;uncultured soil bacterium;uncultured soil bacterium	0.851907851
ASV16559	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Craurococcus;uncultured bacterium	0.992424703
ASV16560	Bacteria;Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;uncultured bacterium	0.933123474
ASV16561	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured;uncultured bacterium	0.946044296
ASV16562	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;Haliangium	0.999194256
ASV16563	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;metagenome	0.763153776
ASV16564	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae	1
ASV16565	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Microscillaceae;uncultured	0.999402261
ASV16566	Bacteria;Chloroflexi;TK10	1
ASV16567	Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;metagenome	0.948423762
ASV16568	Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;uncultured soil bacterium	0.701715402
ASV16569	Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides	0.99922281
ASV16570	Bacteria;Actinobacteria;Acidimicrobiia;uncultured;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.809472301
ASV16571	Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;Aquicella	0.999999602
ASV16572	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;Fimbriiglobus;uncultured bacterium	0.87356317
ASV16573	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Chitinophaga	0.998317851
ASV16574	Bacteria;FBP;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.947083417
ASV16575	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;67-14;uncultured actinobacterium;uncultured actinobacterium	0.922976964
ASV16576	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;Haliangium;uncultured bacterium	0.810738015
ASV16577	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae	0.999859715
ASV16578	Bacteria;Actinobacteria;Acidimicrobiia;uncultured;uncultured Aciditerrimonas sp.;uncultured Aciditerrimonas sp.;uncultured Aciditerrimonas sp.	0.992832761
ASV16579	Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;uncultured;uncultured bacterium	0.999248483
ASV16580	Bacteria;Chloroflexi;TK10;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.999582132
ASV16581	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;uncultured;metagenome;metagenome	0.999042249
ASV16582	Bacteria;Actinobacteria;Acidimicrobiia;IMCC26256	0.765576023
ASV16583	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae	0.998981263
ASV16584	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;uncultured	0.99805219
ASV16585	Bacteria;Chloroflexi;TK10	0.999999988
ASV16586	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;uncultured;uncultured Isosphaera sp.	0.970621528
ASV16587	Bacteria;Acidobacteria;Blastocatellia (Subgroup 4);11-24;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.979873959
ASV16588	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured;uncultured bacterium	0.925842567
ASV16589	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured;uncultured bacterium	0.993242023
ASV16590	Bacteria;Acidobacteria;Acidobacteriia;Solibacterales;Solibacteraceae (Subgroup 3);Bryobacter	0.999927807
ASV16591	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured;uncultured bacterium	0.983010209
ASV16592	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Craurococcus;uncultured bacterium	0.996980454
ASV16593	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;uncultured bacterium	0.991528751
ASV16594	Bacteria;Verrucomicrobia;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;uncultured soil bacterium;uncultured soil bacterium	0.758894283
ASV16595	Bacteria;FBP;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.97340859
ASV16596	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured;uncultured bacterium	0.885883357
ASV16597	Bacteria;Chloroflexi;TK10	0.999999941
ASV16598	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pirellula;uncultured Pasteuria sp.	0.757535302
ASV16599	Bacteria;Gemmatimonadetes;Longimicrobia;Longimicrobiales;Longimicrobiaceae;uncultured bacterium;uncultured bacterium	0.99878138
ASV16600	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;Gemmata;uncultured bacterium	0.808026107
ASV16601	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pirellula	0.999999996
ASV16602	Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;uncultured;uncultured bacterium	0.999998069
ASV16603	Bacteria;Armatimonadetes;uncultured	0.999981517
ASV16604	Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;Ardenticatenaceae;uncultured	1
ASV16605	Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;Candidatus Entotheonella;uncultured bacterium	0.996622419
ASV16606	Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;AKIW781;uncultured bacterium;uncultured bacterium	0.997615608
ASV16607	Bacteria;Actinobacteria;Acidimicrobiia;uncultured	0.993464241
ASV16608	Bacteria;Armatimonadetes;uncultured;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.971434101
ASV16609	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae	0.999310816
ASV16610	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;uncultured;uncultured bacterium;uncultured bacterium	0.993547569
ASV16611	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured;uncultured bacterium	0.981947613
ASV16612	Bacteria;BRC1;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.995551266
ASV16613	Bacteria;Verrucomicrobia;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;bacterium Ellin517;bacterium Ellin517	0.938361643
ASV16614	Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillaceae;Skermanella;uncultured Azospirillum sp.	0.841250993
ASV16615	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101 soil group;uncultured bacterium;uncultured bacterium	0.970055663
ASV16616	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mesorhizobium	0.8705501
ASV16617	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured;metagenome	0.930577818
ASV16618	Bacteria;Verrucomicrobia;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;metagenome;metagenome	0.783985652
ASV16619	Bacteria;Chloroflexi;JG30-KF-CM66;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.952129204
ASV16620	Bacteria;Acidobacteria;Subgroup 6	0.999999999
ASV16621	Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;0319-6G20;uncultured bacterium;uncultured bacterium	0.995668519
ASV16622	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;uncultured	0.772492074
ASV16623	Bacteria;Armatimonadetes;uncultured;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.99584306
ASV16624	Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;uncultured;uncultured bacterium	0.999999963
ASV16625	Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;uncultured;uncultured bacterium	0.999940521
ASV16626	Bacteria;Chloroflexi;JG30-KF-CM66;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.997048081
ASV16627	Bacteria;Gemmatimonadetes;Longimicrobia;Longimicrobiales;Longimicrobiaceae;uncultured bacterium;uncultured bacterium	0.996065176
ASV16628	Bacteria;Gemmatimonadetes;Longimicrobia;Longimicrobiales;Longimicrobiaceae;uncultured bacterium;uncultured bacterium	0.999472299
ASV16629	Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;LD29;uncultured bacterium	0.748528528
ASV16630	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;Gemmata;uncultured planctomycete	0.745275287
ASV16631	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium;uncultured bacterium	0.997290321
ASV16632	Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;LD29;uncultured bacterium	0.951146534
ASV16633	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;uncultured	0.97700547
ASV16634	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured;uncultured bacterium	0.825989832
ASV16635	Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Opitutaceae;Alterococcus;uncultured bacterium	0.999999981
ASV16636	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;uncultured;uncultured Isosphaera sp.	0.997701964
ASV16637	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured	0.999978385
ASV16638	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;67-14	0.999977677
ASV16639	Bacteria;Acidobacteria;Subgroup 25	1
ASV16640	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101 soil group;uncultured planctomycete;uncultured planctomycete	0.789787128
ASV16641	Bacteria;Chloroflexi;Dehalococcoidia;S085;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.80100708
ASV16642	Bacteria;FBP	1
ASV16643	Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides	0.999993578
ASV16644	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Segetibacter;uncultured bacterium	0.72845748
ASV16645	Bacteria;Actinobacteria;Actinobacteria;Frankiales	0.942937107
ASV16646	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;Singulisphaera;uncultured bacterium	0.956798926
ASV16647	Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae	0.999838652
ASV16648	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured	0.998571982
ASV16649	Bacteria;Armatimonadetes;uncultured;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.982969039
ASV16650	Bacteria;Acidobacteria;Subgroup 6	0.999999944
ASV16651	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae	0.998736677
ASV16652	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;uncultured	0.937936436
ASV16653	Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;Puniceispirillales Incertae Sedis;Constrictibacter;uncultured soil bacterium	0.987965126
ASV16654	Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae	0.999716789
ASV16655	Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Fimbriimonas;metagenome	0.999335571
ASV16656	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;Haliangium;metagenome	0.800519998
ASV16657	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae	0.999975463
ASV16658	Bacteria;Chloroflexi;TK10	0.999998111
ASV16659	Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;AKIW781	0.999999864
ASV16660	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured	0.858469609
ASV16661	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;uncultured	0.999651565
ASV16662	Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;AKIW781;uncultured bacterium;uncultured bacterium	0.998992288
ASV16663	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured;uncultured bacterium	0.988628112
ASV16664	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae	0.99988262
ASV16665	Bacteria;Planctomycetes;Pla4 lineage	0.999998796
