OTU.ID	Taxon	Confidence
ASV3924	Bacteria;Acidobacteria;Holophagae;Subgroup 7	0.99999847
ASV3925	Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;uncultured Spartobacteria bacterium	0.990437871
ASV3926	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae	0.999833378
ASV3927	Bacteria;Acidobacteria;Subgroup 6	1
ASV3928	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;Haliangium	0.999205126
ASV3929	Archaea;Euryarchaeota;Thermoplasmata;Marine Group II;uncultured archaeon;uncultured archaeon;uncultured archaeon	0.99995783
ASV3930	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;B1-7BS;uncultured bacterium;uncultured bacterium	0.976319688
ASV3931	Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;AKIW781;uncultured bacterium;uncultured bacterium	0.999931121
ASV3932	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas	0.700697151
ASV3933	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Jahnella	0.954365442
ASV3934	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pir4 lineage	0.999925888
ASV3935	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae	0.999004993
ASV3936	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;uncultured	0.998018333
ASV3937	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured;bacterium Ellin6517;bacterium Ellin6517	0.832661468
ASV3938	Bacteria;Chloroflexi;TK10;uncultured Chloroflexi bacterium;uncultured Chloroflexi bacterium;uncultured Chloroflexi bacterium;uncultured Chloroflexi bacterium	0.97222937
ASV3939	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae	0.99999768
ASV3940	Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;AKIW781;uncultured endolithic bacterium;uncultured endolithic bacterium	0.980119603
ASV3941	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Microvirga;uncultured alpha proteobacterium	0.965176351
ASV3942	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured	0.998120105
ASV3943	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;uncultured bacterium	0.96809632
ASV3944	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae	0.969366095
ASV3945	Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;FFCH7168;uncultured bacterium	0.999999181
ASV3946	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured;uncultured bacterium;uncultured bacterium	0.913833709
ASV3947	Bacteria;Acidobacteria;Holophagae;Subgroup 7;uncultured Desulfuromonadales bacterium;uncultured Desulfuromonadales bacterium;uncultured Desulfuromonadales bacterium	0.916583779
ASV3948	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium	0.99995229
ASV3949	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Geodermatophilaceae;Blastococcus;uncultured Blastococcus sp.	0.936905156
ASV3950	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;uncultured bacterium	0.875796051
ASV3951	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured;uncultured bacterium;uncultured bacterium	0.773373909
ASV3952	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter	0.999884294
ASV3953	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;bacteriap25	0.922937559
ASV3954	Bacteria;Actinobacteria;Actinobacteria;Frankiales	0.723681313
ASV3955	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;Gemmata;uncultured soil bacterium	0.89092803
ASV3956	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;uncultured;uncultured bacterium	0.879101955
ASV3957	Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillaceae;Skermanella;uncultured bacterium	0.961758167
ASV3958	Bacteria;FBP;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.999828051
ASV3959	Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;uncultured;uncultured bacterium	0.787913388
ASV3960	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Nitrosomonadaceae;mle1-7	0.975463568
ASV3961	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured;uncultured bacterium	0.877686171
ASV3962	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured;metagenome	0.754821297
ASV3963	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;A21b;uncultured bacterium;uncultured bacterium	0.966088771
ASV3964	Bacteria;Chloroflexi;KD4-96;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.944560265
ASV3965	Bacteria;Acidobacteria;Subgroup 6	1
ASV3966	Bacteria;Gemmatimonadetes;Longimicrobia;Longimicrobiales;Longimicrobiaceae	0.999999965
ASV3967	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;uncultured;uncultured bacterium	0.730507057
ASV3968	Bacteria;Chloroflexi;Ktedonobacteria;C0119;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.986838944
ASV3969	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;uncultured	0.881080906
ASV3970	Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;uncultured;uncultured bacterium	0.99947824
ASV3971	Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;JG30-KF-CM45	0.999999929
ASV3972	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;uncultured soil bacterium	0.983449882
ASV3973	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101 soil group	0.999999999
ASV3974	Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillaceae;Skermanella	0.965549839
ASV3975	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Noviherbaspirillum	0.844463715
ASV3976	Bacteria;Actinobacteria;MB-A2-108	0.999999589
ASV3977	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Parviterribacter	0.860290376
ASV3978	Bacteria;Acidobacteria;Holophagae;Subgroup 7	0.999997733
ASV3979	Bacteria;Chloroflexi;Anaerolineae;SBR1031	0.999999559
ASV3980	Bacteria;Chloroflexi;KD4-96;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.982654756
ASV3981	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium	0.810854191
ASV3982	Bacteria;Acidobacteria;Subgroup 6	1
ASV3983	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured	0.946094797
ASV3984	Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;0319-6G20;uncultured Syntrophobacteraceae bacterium;uncultured Syntrophobacteraceae bacterium	0.727423363
ASV3985	Bacteria;Armatimonadetes;Armatimonadia;Armatimonadales;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.935753007
ASV3986	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavitalea;uncultured bacterium	0.946228659
ASV3987	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured;uncultured bacterium;uncultured bacterium	0.750421881
ASV3988	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter aerophilus	0.722343648
ASV3989	Bacteria;Chloroflexi;Gitt-GS-136	0.999999988
ASV3990	Bacteria;Chloroflexi	0.996842886
ASV3991	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Rhodoplanes;uncultured bacterium	0.778911365
ASV3992	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales	0.999999994
ASV3993	Bacteria;Actinobacteria;Acidimicrobiia;uncultured;uncultured Acidimicrobiales bacterium;uncultured Acidimicrobiales bacterium;uncultured Acidimicrobiales bacterium	0.995796419
ASV3994	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;uncultured;uncultured bacterium	0.7836728
ASV3995	Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter	0.999999234
ASV3996	Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Crossiella	0.999740853
ASV3997	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured	0.888227403
ASV3998	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea	0.88412965
ASV3999	Bacteria;Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;uncultured;uncultured bacterium	0.9954758
ASV4000	Bacteria;Actinobacteria;Acidimicrobiia;IMCC26256	0.780447018
ASV4001	Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;uncultured bacterium	0.985624431
ASV4002	Bacteria;Chloroflexi;TK10;uncultured Chloroflexus sp.;uncultured Chloroflexus sp.;uncultured Chloroflexus sp.;uncultured Chloroflexus sp.	0.732518267
ASV4003	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae	0.999961373
ASV4004	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Microvirga;uncultured bacterium	0.765874504
ASV4005	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	0.997454863
ASV4006	Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;metagenome	0.751848347
ASV4007	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured	0.999860829
ASV4008	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae	0.845024688
ASV4009	Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;AKIW781;uncultured bacterium;uncultured bacterium	0.999396136
ASV4010	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae	0.999315326
ASV4011	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured;uncultured alpha proteobacterium;uncultured alpha proteobacterium	0.743126149
ASV4012	Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides	0.999788677
ASV4013	Bacteria;Rokubacteria;NC10;Rokubacteriales	0.999999989
ASV4014	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101 soil group	0.999999966
ASV4015	Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae	0.99973757
ASV4016	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured;uncultured Rubrobacteria bacterium;uncultured Rubrobacteria bacterium	0.749221758
ASV4017	Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinomadura;uncultured bacterium	0.812584988
ASV4018	Bacteria;Acidobacteria;Subgroup 6	1
ASV4019	Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10	0.999997158
ASV4020	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;uncultured bacterium	0.892720585
ASV4021	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Noviherbaspirillum	0.741674133
ASV4022	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae	0.925340161
ASV4023	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;uncultured bacterium	0.999996165
ASV4024	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Segetibacter;uncultured bacterium	0.987649104
ASV4025	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured	0.999469253
ASV4026	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;uncultured;metagenome	0.794862504
ASV4027	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Spirosomaceae;uncultured;uncultured Bacteroidetes bacterium	0.998454161
ASV4028	Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;uncultured bacterium	0.844891228
ASV4029	Bacteria;Acidobacteria;Subgroup 6	1
ASV4030	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;Gemmata	0.999998796
ASV4031	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Craurococcus;uncultured bacterium	0.983051102
ASV4032	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae	0.999999954
ASV4033	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101 soil group;uncultured planctomycete;uncultured planctomycete	0.991464884
ASV4034	Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;uncultured bacterium	0.865556989
ASV4035	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Niastella;uncultured bacterium	0.878861152
ASV4036	Bacteria;Actinobacteria;Acidimicrobiia;IMCC26256;uncultured Actinomycetales bacterium;uncultured Actinomycetales bacterium;uncultured Actinomycetales bacterium	0.99976724
ASV4037	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;uncultured;uncultured Isosphaera sp.	0.944836251
ASV4038	Bacteria;Armatimonadetes;uncultured;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.994544172
ASV4039	Bacteria;Actinobacteria	0.999989198
ASV4040	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101 soil group	0.999999999
ASV4041	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Hymenobacteraceae;Adhaeribacter;uncultured soil bacterium	0.845969292
ASV4042	Bacteria;Acidobacteria;Subgroup 6	1
ASV4043	Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae	0.981116722
ASV4044	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;67-14	0.999979166
ASV4045	Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;AKYH767;uncultured Bacteroidetes bacterium;uncultured Bacteroidetes bacterium	0.837062667
ASV4046	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Segetibacter;uncultured bacterium	0.969122677
ASV4047	Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces	0.998760966
ASV4048	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales	0.999999999
ASV4049	Bacteria;Gemmatimonadetes;Longimicrobia;Longimicrobiales;Longimicrobiaceae;uncultured bacterium;uncultured bacterium	0.986588837
ASV4050	Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides	0.999998772
ASV4051	Bacteria;Acidobacteria;Subgroup 6	1
ASV4052	Bacteria;Rokubacteria;NC10;Rokubacteriales;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.999035642
ASV4053	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.999894469
ASV4054	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;Sporichthya	0.998534035
ASV4055	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured	0.999988508
ASV4056	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pedomicrobium	0.999994388
ASV4057	Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group;metagenome	0.89795452
ASV4058	Bacteria;Acidobacteria;Subgroup 6	1
ASV4059	Bacteria;Actinobacteria;Acidimicrobiia	0.995418708
ASV4060	Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;uncultured	0.999956945
ASV4061	Bacteria;Acidobacteria;Blastocatellia (Subgroup 4);Pyrinomonadales;Pyrinomonadaceae;RB41	0.999733454
ASV4062	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Microvirga	0.748617218
ASV4063	Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;AKIW781;uncultured soil bacterium;uncultured soil bacterium	0.925352892
ASV4064	Bacteria;Chloroflexi;TK10	0.99962301
ASV4065	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter	0.999929112
ASV4066	Bacteria;Gemmatimonadetes;Longimicrobia;Longimicrobiales;Longimicrobiaceae;uncultured bacterium;uncultured bacterium	0.987395418
ASV4067	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella	0.738576574
ASV4068	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;67-14;uncultured Rubrobacteria bacterium;uncultured Rubrobacteria bacterium	0.964965821
ASV4069	Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;AKIW781;uncultured Kouleothrix sp.;uncultured Kouleothrix sp.	0.997510127
ASV4070	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	0.997112335
ASV4071	Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae;Truepera;uncultured bacterium	0.98730861
ASV4072	Bacteria;Verrucomicrobia;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;uncultured soil bacterium;uncultured soil bacterium	0.722126685
ASV4073	Bacteria;Acidobacteria;Subgroup 6	1
ASV4074	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella;uncultured bacterium	0.894140939
ASV4075	Bacteria;FBP;uncultured soil bacterium;uncultured soil bacterium;uncultured soil bacterium;uncultured soil bacterium;uncultured soil bacterium	0.998882499
ASV4076	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;BIrii41	0.999999985
ASV4077	Bacteria;Actinobacteria;0319-7L14;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.991474972
ASV4078	Bacteria;Actinobacteria;0319-7L14;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.808661691
ASV4079	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Noviherbaspirillum	0.857973348
ASV4080	Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Nonomuraea	0.977522147
ASV4081	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Hymenobacteraceae;Adhaeribacter;uncultured bacterium	0.837531436
ASV4082	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter	0.991090513
ASV4083	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;uncultured bacterium	0.725946196
ASV4084	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Qipengyuania;uncultured bacterium	0.83618708
ASV4085	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;uncultured bacterium	0.864340354
ASV4086	Bacteria;Acidobacteria;Holophagae;Subgroup 7	0.999999991
ASV4087	Bacteria;Acidobacteria;Subgroup 6	1
ASV4088	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium	0.785152877
ASV4089	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured	0.851521931
ASV4090	Bacteria;Chloroflexi;Dehalococcoidia;S085;metagenome;metagenome;metagenome	0.928399612
ASV4091	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae	0.999973253
ASV4092	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;Singulisphaera;uncultured bacterium	0.782657408
ASV4093	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae	0.999999497
ASV4094	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Microvirga	0.958092287
ASV4095	Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae	0.999980151
ASV4096	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;Singulisphaera	0.715935975
ASV4097	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;67-14	0.899411963
ASV4098	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured	0.999997853
ASV4099	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Hymenobacteraceae;Adhaeribacter	0.999988237
ASV4100	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	0.777142762
ASV4101	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured	0.888527407
ASV4102	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured;uncultured bacterium;uncultured bacterium	0.781111104
ASV4103	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;67-14	0.99994758
ASV4104	Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;uncultured Nocardioides sp.	0.741583909
ASV4105	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;uncultured	0.998219008
ASV4106	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;Singulisphaera;uncultured bacterium	0.72240215
ASV4107	Bacteria;Acidobacteria;Subgroup 6	0.999999859
ASV4108	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter	0.99957654
ASV4109	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;uncultured;uncultured Isosphaera sp.	0.943648852
ASV4110	Bacteria;Acidobacteria;Blastocatellia (Subgroup 4);Pyrinomonadales;Pyrinomonadaceae;RB41	0.994438504
ASV4111	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured;uncultured bacterium;uncultured bacterium	0.834229756
ASV4112	Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;FFCH7168;uncultured bacterium	0.999999815
ASV4113	Bacteria;Actinobacteria;MB-A2-108;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.769286086
ASV4114	Bacteria;Chloroflexi;KD4-96	1
ASV4115	Bacteria;Acidobacteria;Blastocatellia (Subgroup 4);Pyrinomonadales;Pyrinomonadaceae;RB41;Acidobacteria bacterium Ac_16_C4	0.923103556
ASV4116	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured	0.994301999
ASV4117	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Parviterribacter;uncultured bacterium	0.998930608
ASV4118	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured	0.999862682
ASV4119	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;uncultured bacterium	0.99783811
ASV4120	Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;uncultured;uncultured bacterium;uncultured bacterium	0.908666368
ASV4121	Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinomadura	0.844513284
ASV4122	Bacteria;Armatimonadetes;uncultured	0.999849169
ASV4123	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured	0.900198351
ASV4124	Bacteria;FBP;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.7614156
ASV4125	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Microscillaceae;uncultured;Hymenobacter sp. 9PNM-21	0.999999999
ASV4126	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Parviterribacter;uncultured bacterium	0.999812675
ASV4127	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae	0.999968651
ASV4128	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae	0.999993211
ASV4129	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae	0.947542961
ASV4130	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Altererythrobacter;uncultured bacterium	0.927792298
ASV4131	Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;env.OPS 17;uncultured Bacteroidetes bacterium;uncultured Bacteroidetes bacterium	0.938984942
ASV4132	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae	1
ASV4133	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae	1
ASV4134	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;uncultured bacterium	0.71688405
ASV4135	Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group;metagenome	0.945181213
ASV4136	Bacteria;Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;uncultured bacterium	0.97737232
ASV4137	Bacteria;Actinobacteria;Acidimicrobiia	0.99999433
ASV4138	Bacteria;Chloroflexi;TK10;bacterium Ellin6543;bacterium Ellin6543;bacterium Ellin6543;bacterium Ellin6543	0.969576298
ASV4139	Bacteria;Acidobacteria;Holophagae;Subgroup 7;uncultured Acidobacteria bacterium;uncultured Acidobacteria bacterium;uncultured Acidobacteria bacterium	0.893387311
ASV4140	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;uncultured;uncultured Sphingomonas sp.	0.912061357
ASV4141	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Segetibacter;uncultured bacterium	0.86641839
ASV4142	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae	0.999767147
ASV4143	Bacteria;Acidobacteria;Subgroup 6	1
ASV4144	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas	0.999999959
ASV4145	Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Opitutaceae;Opitutus	0.869411446
ASV4146	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;uncultured;metagenome	0.838810346
ASV4147	Bacteria;Gemmatimonadetes;Longimicrobia;Longimicrobiales;Longimicrobiaceae;metagenome;metagenome	0.924869166
ASV4148	Bacteria;Actinobacteria;Acidimicrobiia;uncultured;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.878717214
