OTU ID	N1.Rhizo	N10.Rhizo	N11.Rhizo	N12.Rhizo	N13.Rhizo	N14.Rhizo	N15.Rhizo	N16.Rhizo	N17.Rhizo	N18.Rhizo	N19.Rhizo	N2.Rhizo	N20.Rhizo	N21.Rhizo	N22.Rhizo	N23.Rhizo	N24.Rhizo	N25.Rhizo	N26.Rhizo	N27.Rhizo	N28.Rhizo	N29.Rhizo	N3.Rhizo	N30.Rhizo	N31.Rhizo	N32.Rhizo	N33.Rhizo	N34.Rhizo	N35.Rhizo	N36.Rhizo	N37.Rhizo	N38.Rhizo	N39.Rhizo	N4.Rhizo	N40.Rhizo	N41.Rhizo	N42.Rhizo	N43.Rhizo	N44.Rhizo	N45.Rhizo	N46.Rhizo	N47.Rhizo	N48.Rhizo	N49.Rhizo	N5.Rhizo	N50.Rhizo	N51.Rhizo	N52.Rhizo	N53.Rhizo	N54.Rhizo	N55.Rhizo	N56.Rhizo	N57.Rhizo	N58.Rhizo	N59.Rhizo	N6.Rhizo	N60.Rhizo	N61.Rhizo	N62.Rhizo	N63.Rhizo	N64.Rhizo	N65.Rhizo	N66.Rhizo	N67.Rhizo	N68.Rhizo	N7.Rhizo	N8.Rhizo	N9.Rhizo
ASV1073	0	0	0	0	0	0	3	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	8	0	0	2	0	0	0	20	0	1	2	0	1	0	0	2	0	0	39	0	4	0	1	0	0	0	0	0	0	0	0	0
ASV1074	0	7	2	0	0	0	0	7	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1075	0	1	0	0	0	0	0	0	0	0	2	0	6	32	0	0	0	2	0	1	2	0	0	0	0	0	1	0	0	20	7	0	0	0	0	4	5	0	1	1	0	1	0	2	2	3	2	1	2	0	10	0	0	0	6	0	1	0	0	0	0	1	0	3	1	1	0	0
ASV1076	0	0	66	0	0	0	0	0	0	0	1	0	5	0	0	0	0	34	0	15	22	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1077	7	16	0	4	0	0	3	0	0	0	0	0	2	0	0	0	4	1	0	1	35	0	0	16	0	0	0	0	0	15	0	0	5	0	0	0	0	0	4	0	0	4	0	0	0	1	0	0	0	22	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	9
ASV1078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	21	0	0	0	75	0	0	0	0	0	0	0	1	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1079	15	0	0	2	0	1	0	0	0	0	6	0	31	38	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	16	0	0	0	0	0	0	0	0
ASV108	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	2	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3718	0	0	0	0	0	0	1	1	0	0	1	0	30	0	0
ASV1080	0	7	2	0	0	0	2	4	1	6	6	0	67	0	0	5	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	2	1	0	6	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1081	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	22	0	0	0	0	0	2	0	0	106	0	0	0	0	0	3	0	4	0	20	0	0
ASV1082	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	9	0	1	0	0	0	0	1	1	1	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	17	0	0	0	0	149
ASV1083	0	0	0	4	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	52	0	0	12	0	12	2	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV1084	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	31	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	1	7	0	0	0	0	3	0	1	0	0	0	0	18	24	0	0	3
ASV1085	6	4	2	4	6	5	8	6	8	5	5	1	12	7	6	7	2	4	3	3	8	8	2	3	10	1	3	2	0	7	6	3	2	1	1	7	1	9	8	9	1	5	1	5	3	5	4	1	8	6	4	8	4	3	8	5	7	7	6	7	4	0	1	7	7	6	5	6
ASV1086	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4	0	0	0	0	1	2	0	4	0	1	26	0	4	0	0	0	2	1	0	0	1	0	5	50	0	3	0	8	4	0	0	0
ASV1087	2	4	1	0	0	8	0	3	2	0	0	1	1	0	31	0	9	0	0	0	1	23	0	0	0	0	0	0	0	1	1	1	2	0	0	1	1	2	0	12	1	0	0	1	0	2	1	1	2	10	0	2	0	1	3	2	0	2	2	1	16	0	0	10	1	2	0	11
ASV1088	0	0	13	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1089	1	2	0	5	2	5	2	8	0	0	0	0	0	3	3	6	0	1	0	4	1	0	0	1	1	4	5	0	0	0	7	2	1	3	5	5	0	4	4	4	11	8	0	2	2	3	7	5	0	0	2	2	3	0	2	2	8	1	4	0	0	0	6	1	1	0	5	5
ASV109	14	23	0	22	111	104	20	13	2	28	2	759	112	243	26	30	2	11	23	30	25	17	78	25	37	1	24	376	54	43	7	21	13	32	89	31	37	7	74	4	0	35	0	30	0	14	27	3	45	1	25	17	333	70	30	24	4	29	3	9	0	12	6	35	223	38	70	90
ASV1090	10	2	1	6	13	2	6	7	3	10	2	3	0	8	0	1	0	3	3	0	5	5	0	0	0	0	1	1	2	0	7	0	0	5	3	1	0	0	0	8	0	0	0	3	3	3	0	0	3	0	1	0	2	3	2	24	7	6	0	2	0	0	0	0	0	0	0	5
ASV1091	0	0	0	3	1	1	0	0	0	0	0	0	0	2	0	2	5	0	0	0	0	0	4	0	82	4	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5
ASV1092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	2	0	1	0	0	0	0	5	2	1	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0
ASV1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	20	3	7	0	0	0	11	0	5	8	0	0	12	0	0	6	0	8	0	0	0	0	0	0	0	6	21	0	5	0	0	1	0	4	0	0	0	0	0
ASV1094	0	0	0	0	0	0	0	1	1	0	0	1	0	0	99	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ASV1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	29	0	0	24	17	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
ASV1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	47	0	0	0	0	0	0	0	0	13	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0
ASV1097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	28	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	3	51	0	0	0	0	0	0	0	0
ASV1098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1099	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	1	0	0	6
ASV11	12	1	41	71	63	2	770	1542	1608	34	2	1	0	1	40	26	1	19291	0	0	3	25	252	83	638	0	0	8	1	29	364	7	1	4	25	89	1	8	1	90	463	36	0	29	128	7	46	0	2	3	0	7	10	1	1	185	3	10	1	6	2	0	7	3	1340	2	3	222
ASV110	39	1	7	0	74	310	211	251	18	9	47	4	2	20	126	61	340	221	214	140	5	1	46	5	100	73	8	16	0	26	28	75	0	35	19	331	15	159	44	34	49	0	7	2	72	60	98	0	33	0	90	0	3	44	0	32	3	287	19	34	31	24	19	0	122	51	111	0
ASV1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV1101	0	1	2	0	4	0	6	2	5	0	0	0	0	0	0	0	0	2	0	4	2	4	5	3	5	1	0	1	0	12	0	2	0	0	2	7	0	0	0	7	5	2	0	2	2	1	0	0	0	0	0	1	2	1	1	19	0	0	0	3	0	6	0	3	19	2	0	1
ASV1102	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ASV1103	0	0	0	0	0	0	0	5	0	2	8	2	1	0	0	6	0	0	0	1	0	0	12	0	0	0	0	0	7	0	6	0	0	0	0	3	4	0	15	0	7	20	0	0	0	0	13	0	16	0	1	0	2	0	0	0	0	0	0	0	0	0	0	9	7	1	3	0
ASV1104	0	0	0	1	0	0	0	3	0	0	0	0	0	0	105	0	0	0	0	0	12	0	0	5	0	0	0	0	0	1	50	0	0	1	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	1	1	0	0
ASV1105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	28
ASV1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	36	0	0	0
ASV1108	5	0	0	0	3	19	0	0	5	0	0	1	2	0	8	0	0	1	0	0	0	0	0	6	0	0	3	0	0	29	9	1	0	0	10	0	0	0	2	0	39	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	4	0
ASV1109	0	10	0	0	0	0	0	0	0	0	3	0	0	10	0	0	0	0	0	1	7	2	1	2	0	2	0	0	1	0	1	0	0	0	0	0	3	0	1	44	1	0	2	0	1	1	0	8	14	3	1	1	0	0	15	0	6	0	0	0	0	1	0	1	0	2	8	1
ASV111	6	16	86	94	4	95	13	319	1	28	0	23	4	64	79	0	12	14	1	1639	71	12	9	13	6	0	45	180	19	15	3	74	87	41	34	53	6	10	44	5	32	29	1	16	82	5	39	13	0	0	28	41	200	2	69	0	55	79	5	1	11	74	17	1	54	20	7	7
ASV1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	104	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1112	0	4	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	0	0	5	0	0	4	0	0	0	0	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0
ASV1113	1	1	2	3	4	0	8	0	1	0	0	5	0	9	0	0	1	0	2	0	2	0	1	4	3	0	2	0	2	10	0	0	0	4	4	0	0	3	3	26	0	5	0	5	3	1	0	0	5	1	10	0	1	0	0	2	4	0	3	2	1	0	1	7	9	2	0	2
ASV1114	0	0	0	0	0	66	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0
ASV1115	0	11	0	0	8	4	0	0	2	3	0	0	6	0	20	0	0	0	0	10	0	4	6	0	34	0	5	7	2	0	0	3	0	0	4	4	0	0	14	0	0	2	0	0	0	0	0	0	2	0	0	0	9	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV1116	0	0	0	0	0	24	0	0	0	0	0	0	3	140	0	0	0	0	0	6	0	0	0	0	0	0	6	0	10	0	0	0	0	0	0	1	14	0	10	0	0	0	0	20	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV1117	0	0	0	0	0	20	2	0	0	4	2	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	17	0	0	2	3	5	0	2	11	0	0	0	0	2	19	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1118	1	2	1	1	2	4	1	5	1	6	1	0	3	5	0	0	1	0	1	1	0	3	0	1	0	0	0	1	3	9	2	4	0	5	1	7	3	0	1	19	6	0	2	1	0	0	0	2	0	3	2	2	0	2	0	3	0	11	0	0	0	8	1	0	0	0	4	2
ASV1119	3	2	0	0	0	0	0	0	1	0	8	0	5	2	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	8	4	2	0	7	3	0	4	3	4	2	0	4	0	0	17	3	3	0	6	1	0	1	6	1	4	6	1	0	2	0	0	4	0	7	9	1	0	10
ASV112	3	13	4	0	308	152	9	0	9	10	0	10	67	8	0	0	0	13	11	46	273	85	74	16	68	16	26	3	13	13	0	7	0	22	129	0	15	0	97	1	0	13	0	108	146	6	0	0	1	0	0	20	49	28	0	787	0	0	1	4	0	0	0	140	113	28	72	73
ASV1120	1	0	0	6	1	1	0	10	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	2	0	5	5	1	0	0	1	1	2	0	1	4	10	0	0	0	0	1	0	0	0	5	0	5	2	3	1	5	4	1	2	0	9	0	0	5	0	5	0	4	5
ASV1121	0	0	0	0	0	3	1	0	0	0	0	0	2	8	0	0	0	1	0	0	0	0	0	0	0	41	3	0	0	0	1	0	0	0	0	0	8	0	8	0	0	0	0	0	1	7	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV1122	0	0	0	0	4	0	9	2	2	0	0	1	0	0	2	0	0	0	0	0	0	3	0	0	5	1	1	1	1	0	2	1	14	2	6	4	1	1	1	16	0	3	0	1	8	1	7	4	3	7	4	0	4	3	1	3	1	3	1	0	0	0	1	0	2	2	1	5
ASV1123	0	1	6	1	0	9	12	0	1	0	8	0	6	0	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	22	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	1	0	0	3	6	0	0	1	0
ASV1124	3	4	0	0	1	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	2	21	3	0	0	0	0	0	0	0	0	0	0	3	0	0	3	1	8	0	0	0	0	0	0	0	0	0	16	0	0	0	0	10	1	0	0	2	0	0	0	0	1	0	0	0	1	0
ASV1125	0	1	0	7	0	11	1	1	0	0	0	0	0	0	3	0	0	3	4	5	7	4	5	2	0	0	1	0	0	0	1	8	0	1	1	0	0	5	0	0	0	0	0	4	3	2	2	0	2	0	0	0	3	2	3	152	3	0	0	3	1	0	0	0	3	5	2	6
ASV1126	0	0	0	0	0	0	0	0	0	2	0	0	0	70	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1127	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	11	0	0	0	20	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0
ASV1128	1	0	0	4	0	0	12	0	0	0	0	0	11	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	2	3	0	0	0	0	6	26	0	0	0	0	0	2	0	11	0	4	0	0
ASV1129	0	2	0	0	3	0	1	11	2	0	0	2	28	7	6	0	7	0	3	1	1	3	0	55	10	0	0	3	6	6	0	1	0	3	6	0	0	0	4	0	0	6	0	3	8	1	0	0	3	1	0	3	2	0	4	3	2	0	2	1	0	1	0	1	3	0	8	1
ASV113	19	67	0	0	24	1	9	148	1	30	75	0	0	33	110	246	11	0	133	20	141	0	75	31	1	63	86	10	2	10	90	132	11	31	59	299	0	32	23	339	30	11	10	0	253	1	134	52	0	6	3	6	33	16	5	196	5	293	25	164	0	0	3	82	156	30	16	0
ASV1130	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1131	1	0	0	0	0	0	0	0	0	0	1	0	6	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	4	1	0	89	0	0	1	0	0	2	0	0	0	0	0	0	6	0	0	1	0	0	4
ASV1132	1	0	0	2	0	7	4	0	0	0	0	0	0	0	0	0	1	1	0	6	9	3	1	0	2	2	0	0	0	3	0	3	0	0	0	0	0	0	0	10	0	2	0	0	0	0	0	0	0	7	1	0	0	0	0	13	0	0	1	0	0	2	0	0	0	5	0	3
ASV1133	0	0	8	0	2	0	7	4	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV1134	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	10	78	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	19
ASV1135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1136	0	0	0	2	0	20	1	0	0	0	0	0	0	0	0	0	4	0	0	0	51	22	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
ASV1137	0	2	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0
ASV1138	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1139	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	1	0	0	0	0	5	0	0	0	1	0	0	1	0	0	4	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	33	0	0	0	0	0	0	0	1
ASV114	13	91	69	84	60	1	12	20	13	0	2	5	105	133	11	0	6	48	0	2	132	14	79	12	32	0	0	17	149	161	5	1	126	34	195	10	14	11	9	89	11	21	4	16	4	29	3	0	18	80	564	19	4	19	19	20	52	23	3	6	5	96	5	248	8	3	48	19
ASV1140	0	0	1	0	0	0	0	0	0	0	0	0	69	0	19	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ASV1141	0	0	0	4	0	0	32	0	0	9	0	0	0	1	0	0	1	0	0	28	3	0	0	0	0	17	0	0	0	0	0	0	0	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV1142	0	0	0	22	0	0	0	14	1	36	0	0	0	0	7	6	0	25	0	10	1	2	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ASV1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV1144	0	0	0	0	0	3	1	0	3	0	0	0	1	1	0	0	1	0	0	9	0	0	0	0	0	0	0	1	0	17	0	0	0	3	2	0	0	0	8	0	0	0	0	23	0	0	1	0	0	0	0	3	8	0	3	0	0	0	0	0	0	0	0	0	25	0	0	12
ASV1145	0	2	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	15	0	0	0	0	0	0	0	1	13	20	2	0	0	0	0	0	0	0	0	0	0	0
ASV1146	0	0	0	5	2	3	0	0	0	0	1	0	27	0	0	0	1	0	1	0	0	5	0	0	0	13	4	4	0	0	7	1	0	1	0	6	6	0	11	0	0	5	0	1	0	4	31	0	0	2	0	0	0	0	1	0	12	0	0	0	0	0	6	0	0	0	0	0
ASV1147	0	0	0	0	0	0	0	0	0	0	0	0	2	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1148	0	0	0	0	1	2	2	6	3	4	0	0	7	1	2	0	0	1	1	2	1	1	1	0	1	0	0	0	0	2	0	0	0	0	0	80	1	3	1	0	0	0	0	0	0	2	10	0	1	1	0	6	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1
ASV1149	0	0	11	0	0	39	0	0	1	0	0	0	3	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	71	0	0	0	2	23	1	0	0	30	0	0	0	0	4	0	39	0	0	6	0	8	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	1
ASV115	45	2	1	21	64	46	17	17	1	0	8	3	13	67	5	3	1	1	1	1	418	11	0	12	0	0	1	7	0	284	1	73	0	9	29	8	0	44	28	0	457	9	0	4	1	270	2	0	16	16	2	2	36	524	17	214	354	0	47	8	1	0	3	41	62	114	7	30
ASV1150	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	27	0	0	0	0	0	0	0	1	0	0	1	0	0	0	12	0	0	3	0	14	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	14	0	0	0	2	0	0	0	0	0	0	0	0
ASV1151	86	1	0	2	0	0	1	0	0	0	0	1	2	0	0	0	0	1	0	0	11	2	0	0	0	0	0	0	0	11	0	0	0	0	0	2	0	1	0	0	0	5	1	3	0	0	0	0	0	0	1	1	0	0	0	2	4	0	0	0	2	0	0	0	0	0	2	0
ASV1152	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1153	0	1	0	0	6	1	0	2	1	3	2	0	0	0	0	0	3	0	0	0	0	6	0	1	1	0	2	0	0	4	1	1	2	2	2	0	2	0	15	0	0	0	0	10	0	4	0	0	1	0	0	0	3	6	1	17	1	0	0	2	3	0	1	2	6	0	5	2
ASV1154	3	4	6	9	2	2	14	5	6	3	5	1	5	4	3	4	1	6	2	3	4	5	7	2	4	1	1	1	4	8	7	3	4	4	2	4	1	11	2	9	5	5	0	8	7	1	2	0	7	6	5	4	6	3	9	8	6	3	4	5	1	1	1	3	6	5	8	7
ASV1155	0	0	0	2	0	0	6	0	0	0	0	0	8	0	0	0	0	1	0	0	8	2	0	0	0	0	0	2	0	3	0	2	1	0	2	0	0	1	0	5	0	0	0	14	0	3	7	0	1	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	6	1	1	0
ASV1156	2	7	0	0	3	0	0	0	0	0	0	0	6	0	0	42	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	8	0	6	0
ASV1157	0	9	0	0	0	0	0	0	1	0	0	1	4	0	0	0	9	11	8	0	4	0	0	3	0	0	0	0	12	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	8	6	0	1	0	0	0	0	0	0	0	6	0	0	2
