OTU.ID	N1.Rhizo	N10.Rhizo	N11.Rhizo	N12.Rhizo	N13.Rhizo	N14.Rhizo	N15.Rhizo	N16.Rhizo	N17.Rhizo	N18.Rhizo	N19.Rhizo	N2.Rhizo	N20.Rhizo	N21.Rhizo	N22.Rhizo	N23.Rhizo	N24.Rhizo	N25.Rhizo	N26.Rhizo	N27.Rhizo	N28.Rhizo	N29.Rhizo	N3.Rhizo	N30.Rhizo	N31.Rhizo	N32.Rhizo	N33.Rhizo	N34.Rhizo	N35.Rhizo	N36.Rhizo	N37.Rhizo	N38.Rhizo	N39.Rhizo	N4.Rhizo	N40.Rhizo	N41.Rhizo	N42.Rhizo	N43.Rhizo	N44.Rhizo	N45.Rhizo	N46.Rhizo	N47.Rhizo	N48.Rhizo	N49.Rhizo	N5.Rhizo	N50.Rhizo	N51.Rhizo	N52.Rhizo	N53.Rhizo	N54.Rhizo	N55.Rhizo	N56.Rhizo	N57.Rhizo	N58.Rhizo	N59.Rhizo	N6.Rhizo	N60.Rhizo	N61.Rhizo	N62.Rhizo	N63.Rhizo	N64.Rhizo	N65.Rhizo	N66.Rhizo	N67.Rhizo	N68.Rhizo	N7.Rhizo	N8.Rhizo	N9.Rhizo
ASV21839	0	3	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2184	0	0	38	1	0	0	2	7	0	10	1	0	0	0	60	1	2	10	1	2	0	3	2	17	19	5	4	0	0	1	1	2	0	5	0	0	0	12	1	9	7	9	3	4	17	0	8	7	0	1	0	0	15	4	3	0	0	4	1	2	1	1	1	0	1	2	0	17
ASV21840	0	1	2	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0
ASV21841	0	1	0	0	0	2	1	0	1	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
ASV21842	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0
ASV21843	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	3	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0
ASV21844	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV21845	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	1	2	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0
ASV21846	0	3	0	0	4	5	1	5	1	0	3	1	1	1	1	1	0	1	3	2	2	3	0	0	1	0	0	2	0	2	0	4	0	0	1	1	0	3	0	0	1	0	0	1	2	2	0	0	2	0	0	0	2	1	1	0	0	1	0	2	0	0	2	0	0	0	0	1
ASV21847	0	0	0	0	0	1	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	3	0	0	2	1	0	0	0	0	1	0	2	0	0	0	0	0	1	2	0	0	0	0
ASV21848	0	1	0	1	1	0	0	0	0	0	1	1	0	1	0	1	1	2	1	1	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	2	0	0	0	1	0	0	2	0	1	0
ASV21849	0	0	0	0	0	0	0	0	0	0	1	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2185	0	4	2	0	3	2	2	0	0	0	0	6	58	31	6	0	2	0	1	2	4	3	1	0	2	2	0	17	1	3	3	2	0	3	0	0	0	1	2	1	0	12	1	1	0	9	1	0	32	0	0	13	48	2	7	9	26	0	2	5	3	0	1	6	0	0	0	1
ASV21850	0	2	0	0	1	0	0	0	2	2	0	0	0	0	2	1	1	0	1	1	1	0	0	0	1	0	2	0	1	1	2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	2	0	0	1	1	0	1	0	1	1	0	1	1	1	2	0	0	0	0	1	0	2	0
ASV21851	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	3	0	0	0	0	2	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
ASV21852	1	0	2	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2
ASV21853	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0
ASV21854	0	0	1	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV21855	1	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV21856	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
ASV21857	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV21858	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV21859	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0
ASV2186	0	4	7	0	5	5	3	0	4	0	13	6	1	7	6	1	2	2	11	0	10	0	2	0	1	12	4	15	3	0	7	6	8	9	7	2	31	0	1	3	2	2	3	11	2	4	2	15	5	12	0	2	10	7	10	1	5	0	5	7	1	0	6	9	1	15	2	0
ASV21860	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0
ASV21861	3	0	4	0	1	0	0	2	0	0	2	1	0	0	1	0	0	3	1	0	0	1	2	1	1	0	1	1	1	1	1	0	0	0	1	2	1	0	0	0	1	1	1	1	0	0	1	0	1	2	0	1	1	1	1	1	0	1	0	1	1	1	0	0	2	1	0	0
ASV21862	0	0	0	0	1	1	0	0	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	2	0
ASV21863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV21864	1	0	1	0	1	0	0	0	0	0	1	0	2	1	3	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	2	2	0	0	2	3	0	1	1	0	0	2	8	0	2	0	0	0	0	2	0	1	1	0	0	0	6	1	0	0	0
ASV21865	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV21866	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	2	0	0	0	1	0	1	0	1	0	0	0
ASV21867	2	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	1	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	2	0	2	2	1	1	0	4	2	2	1	1	0	0	1	0	0	1	0
ASV21868	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV21869	3	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
ASV2187	1	3	4	6	3	4	5	0	2	0	1	3	3	2	1	0	3	2	0	6	12	0	11	32	1	2	4	4	6	1	1	1	0	6	0	1	3	5	16	35	0	40	5	6	0	0	0	0	7	1	0	5	0	14	6	2	6	4	24	1	4	0	7	5	0	0	5	16
ASV21870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV21871	4	1	0	2	1	0	4	0	0	0	0	2	1	0	2	1	4	0	0	0	2	0	0	1	0	1	0	1	4	2	0	0	1	1	2	0	0	0	1	1	0	1	0	0	1	3	1	1	0	0	0	1	0	1	3	0	2	1	0	1	0	0	0	1	1	0	1	1
ASV21872	0	2	2	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	2	3	0	0	0	1	0	0	1	0
ASV21873	0	1	0	0	0	1	2	1	1	2	1	0	0	1	0	1	0	0	1	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	3	1	0	0	1	0	0	0	0	0	0	0	1	1	2	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0
ASV21875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV21876	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	5	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0
ASV21877	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV21878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
ASV21879	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2188	0	4	9	0	13	6	0	0	5	0	5	15	11	10	0	4	0	0	5	0	0	0	0	3	0	0	6	8	9	0	1	0	1	8	3	1	15	0	9	2	0	0	0	7	0	13	1	6	16	3	0	7	0	13	6	0	20	0	0	8	1	0	12	19	0	0	44	0
ASV21880	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	2	0	0	0	1	1
ASV21881	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0
ASV21882	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	2	0	2	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0
ASV21883	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV21884	1	4	0	0	0	1	0	0	0	0	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	2	0	0	3	1	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	1	0
ASV21885	0	0	0	4	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	2	0	0	1	0	0	0
ASV21886	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV21887	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	1	0	1	1	0	0	0	0	1	0	1	1	0	3	0	0	0	2	0	0	0	0	0	0	4	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV21888	0	0	0	0	1	1	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	2	0
ASV21889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	1	0
ASV2189	1	4	3	2	8	4	6	16	4	14	5	47	15	3	2	17	2	11	12	4	6	7	6	1	4	3	17	8	5	3	3	13	1	5	5	2	1	3	2	2	2	2	1	7	3	6	1	2	4	0	0	1	7	1	9	4	10	3	6	9	0	4	4	18	4	1	14	3
ASV21890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	3	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV21891	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0
ASV21892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ASV21893	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ASV21894	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV21895	0	5	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	2	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0
ASV21896	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ASV21897	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	1	0	0	0	0	0
ASV21898	0	1	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	2	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	2	1
ASV21899	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0
ASV219	30	43	12	44	37	35	56	29	28	65	27	41	22	36	57	45	33	66	50	87	74	13	63	46	25	73	75	20	37	6	35	78	54	30	20	78	34	38	28	27	27	82	56	29	84	34	52	66	28	67	0	37	100	21	11	43	35	41	26	64	7	42	28	30	51	120	43	6
ASV2190	5	4	8	7	3	7	3	1	5	0	8	10	3	4	10	2	2	7	15	2	1	13	3	4	10	1	2	9	7	3	8	2	8	10	9	4	4	2	3	4	2	7	4	10	10	6	1	4	5	6	0	4	4	5	10	4	7	1	5	3	3	6	8	5	0	3	6	3
ASV21900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0
ASV21901	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV21902	1	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0
ASV21903	0	0	0	0	0	4	0	0	1	1	1	1	0	0	1	0	1	0	2	1	2	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	1	1	0	0	0	0	1	1	0	1	0	0	0
ASV21904	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	2	1	0	1	0	0	0	1	1	1	1	0	0	2	2	0	1	0	0	1	4	0	0	0	1	1	0	0	3	0	0	2	0	0	0	2	0	4	0	0	2	0	0	1	0	0	1
ASV21905	0	0	0	0	0	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV21906	0	0	0	0	0	0	1	0	0	2	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ASV21907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	0	0	0	0	0	0	0	0	0	0	0
ASV21908	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0
ASV21909	4	1	4	3	3	3	2	3	1	2	3	1	1	4	1	0	4	3	3	3	1	2	8	0	2	0	4	1	5	4	0	0	1	3	1	1	0	2	3	1	1	2	0	2	1	3	0	1	0	0	0	2	7	2	0	3	2	1	0	0	2	1	2	1	1	1	0	2
ASV2191	1	0	6	3	9	3	2	5	1	12	12	14	0	1	3	11	0	5	15	14	0	1	8	10	1	2	6	4	9	2	9	5	5	2	2	4	5	3	2	4	14	2	3	2	12	2	21	5	4	3	0	3	4	5	1	4	6	13	1	17	0	6	4	9	12	4	3	3
ASV21910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	3	3	0	0	0	1	0	0	1	0	0	3	0	2	0	1	0	0	0	0	0	0
ASV21911	0	0	0	0	0	1	1	1	1	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	1	2	0	0
ASV21912	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0
ASV21913	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	2	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV21914	0	0	0	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	1	0
ASV21915	0	0	2	0	1	0	0	1	2	0	1	0	1	0	0	0	0	1	2	0	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1
ASV21916	0	1	0	1	3	2	1	2	0	2	2	1	0	0	1	0	0	0	0	0	0	0	1	2	1	1	1	1	0	2	1	0	0	0	0	0	1	1	2	1	0	0	0	2	2	1	0	0	2	1	0	1	0	0	3	0	0	2	2	0	0	2	1	0	0	0	2	1
ASV21917	0	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ASV21918	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0
ASV21919	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1
ASV2192	1	1	7	2	5	4	0	18	7	4	2	7	16	10	12	4	4	5	3	9	4	4	4	4	5	3	3	1	8	5	11	8	3	5	1	5	8	0	10	1	4	4	2	8	4	11	1	1	9	6	0	2	4	6	7	6	4	1	9	4	2	8	1	6	1	6	7	2
ASV21920	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ASV21921	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	1	1	2	0	0	0	0	0	3	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV21922	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV21923	1	1	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
